6,24.19
12,35.34
18,43.43
24,42.63
30,49.92
36,51.53
42,57.39
48,59.56
54,55.60
60,51.91
66,58.27
72,62.99
78,52.99
84,53.83
90,59.37
96,62.35
102,61.84
108,61.62
114,49.64
120,57.81
126,54.79
132,50.38
138,43.85
144,45.16
150,46.72
156,40.68
162,35.14
168,45.47
174,42.40
180,55.21
